season,team,warps_wins,actual_wins,proj_bin,hit_50,lo_50,hi_50,hit_60,lo_60,hi_60,hit_70,lo_70,hi_70,hit_80,lo_80,hi_80,hit_90,lo_90,hi_90
2018,TEN,7.8,9.0,7–9,1,5.74,9.91,1,5.23,10.4,1,4.52,10.94,1,3.79,11.62,1,3.06,12.3
2018,WAS,7.43,7.0,7–9,1,5.37,9.55,1,4.87,10.04,1,4.16,10.58,1,3.43,11.26,1,2.69,11.93
2019,ARI,4.98,5.5,≤5,1,2.92,7.1,1,2.42,7.6,1,1.75,8.14,1,0.98,8.78,1,0.24,9.47
2019,ATL,7.72,7.0,7–9,1,5.67,9.85,1,5.16,10.34,1,4.49,10.88,1,3.73,11.53,1,2.98,12.22
2019,BAL,9.7,14.0,9–11,0,7.65,11.83,0,7.14,12.32,0,6.47,12.86,0,5.71,13.51,1,4.97,14.2
2019,BUF,6.57,10.0,5–7,0,4.52,8.7,0,4.01,9.19,0,3.34,9.73,1,2.58,10.38,1,1.83,11.07
2019,CAR,7.9,5.0,7–9,0,5.84,10.03,0,5.34,10.52,1,4.67,11.06,1,3.91,11.71,1,3.16,12.39
2019,CHI,9.93,8.0,9–11,1,7.87,12.05,1,7.37,12.55,1,6.7,13.09,1,5.93,13.73,1,5.19,14.42
2019,CIN,7.11,2.0,7–9,0,5.05,9.24,0,4.55,9.73,0,3.88,10.27,0,3.12,10.92,0,2.37,11.6
2019,CLE,7.65,6.0,7–9,1,5.59,9.78,1,5.09,10.27,1,4.42,10.81,1,3.66,11.46,1,2.91,12.14
2019,DAL,8.33,8.0,7–9,1,6.27,10.45,1,5.77,10.95,1,5.1,11.49,1,4.33,12.13,1,3.59,12.82
2019,DEN,7.56,7.0,7–9,1,5.5,9.69,1,5.0,10.18,1,4.33,10.72,1,3.57,11.37,1,2.82,12.05
2019,DET,7.49,3.5,7–9,0,5.43,9.62,0,4.93,10.11,0,4.26,10.65,1,3.5,11.3,1,2.75,11.98
2019,GB,7.59,13.0,7–9,0,5.53,9.72,0,5.03,10.21,0,4.36,10.75,0,3.6,11.4,0,2.85,12.08
2019,HOU,8.97,10.0,7–9,1,6.92,11.1,1,6.41,11.59,1,5.74,12.13,1,4.98,12.78,1,4.23,13.47
2019,IND,9.17,7.0,9–11,0,7.11,11.3,1,6.61,11.79,1,5.94,12.33,1,5.18,12.98,1,4.43,13.66
2019,JAX,6.48,6.0,5–7,1,4.42,8.61,1,3.92,9.1,1,3.25,9.64,1,2.48,10.28,1,1.74,10.97
2019,KC,9.46,12.0,9–11,0,7.4,11.59,1,6.9,12.08,1,6.23,12.62,1,5.46,13.27,1,4.72,13.95
2019,LAC,9.4,5.0,9–11,0,7.34,11.53,0,6.84,12.02,0,6.17,12.56,0,5.4,13.21,1,4.66,13.89
2019,LAR,9.84,9.0,9–11,1,7.79,11.97,1,7.28,12.46,1,6.61,13.0,1,5.85,13.65,1,5.1,14.34
2019,LV,5.33,7.0,5–7,1,3.27,7.45,1,2.77,7.95,1,2.1,8.49,1,1.33,9.13,1,0.59,9.82
2019,MIA,6.46,5.0,5–7,1,4.41,8.59,1,3.9,9.08,1,3.23,9.62,1,2.47,10.27,1,1.73,10.96
2019,MIN,8.15,10.0,7–9,1,6.09,10.27,1,5.58,10.76,1,4.91,11.3,1,4.15,11.95,1,3.41,12.64
2019,NE,9.98,12.0,9–11,1,7.93,12.11,1,7.42,12.6,1,6.75,13.14,1,5.99,13.79,1,5.24,14.48
2019,NO,9.87,13.0,9–11,0,7.81,12.0,0,7.31,12.49,1,6.64,13.03,1,5.87,13.68,1,5.13,14.36
2019,NYG,7.84,4.0,7–9,0,5.79,9.97,0,5.28,10.46,0,4.61,11.0,1,3.85,11.65,1,3.1,12.34
2019,NYJ,6.98,7.0,5–7,1,4.92,9.11,1,4.42,9.6,1,3.75,10.14,1,2.99,10.79,1,2.24,11.48
2019,PHI,8.55,9.0,7–9,1,6.49,10.67,1,5.99,11.16,1,5.31,11.7,1,4.55,12.35,1,3.81,13.04
2019,PIT,9.07,8.0,9–11,1,7.01,11.2,1,6.51,11.69,1,5.84,12.23,1,5.08,12.88,1,4.33,13.56
2019,SEA,9.27,11.0,9–11,1,7.22,11.4,1,6.71,11.89,1,6.04,12.43,1,5.28,13.08,1,4.54,13.77
2019,SF,6.72,13.0,5–7,0,4.66,8.85,0,4.16,9.34,0,3.49,9.88,0,2.73,10.53,0,1.98,11.22
2019,TB,6.97,7.0,5–7,1,4.91,9.09,1,4.41,9.58,1,3.73,10.12,1,2.97,10.77,1,2.23,11.46
2019,TEN,8.02,9.0,7–9,1,5.96,10.14,1,5.46,10.63,1,4.78,11.17,1,4.02,11.82,1,3.28,12.51
2019,WAS,6.93,3.0,5–7,0,4.88,9.06,0,4.37,9.55,0,3.7,10.09,1,2.94,10.74,1,2.19,11.43
2020,ARI,6.98,8.0,5–7,1,4.93,9.07,1,4.43,9.54,1,3.79,10.11,1,2.99,10.74,1,2.24,11.5
2020,ATL,7.64,4.0,7–9,0,5.59,9.73,0,5.09,10.2,0,4.46,10.77,1,3.65,11.4,1,2.9,12.16
2020,BAL,10.89,11.0,9–11,1,8.84,12.99,1,8.34,13.45,1,7.71,14.02,1,6.9,14.65,1,6.15,15.41
2020,BUF,8.86,13.0,7–9,0,6.81,10.96,0,6.31,11.43,0,5.68,11.99,0,4.87,12.62,1,4.12,13.38
2020,CAR,6.46,5.0,5–7,1,4.41,8.55,1,3.91,9.02,1,3.28,9.59,1,2.47,10.22,1,1.72,10.98
2020,CHI,7.67,8.0,7–9,1,5.62,9.76,1,5.12,10.23,1,4.49,10.8,1,3.68,11.43,1,2.93,12.19
2020,CIN,6.24,4.5,5–7,1,4.19,8.33,1,3.68,8.8,1,3.05,9.37,1,2.24,10.0,1,1.5,10.76
2020,CLE,7.47,11.0,7–9,0,5.42,9.56,0,4.92,10.03,0,4.29,10.6,1,3.48,11.23,1,2.73,11.99
2020,DAL,9.64,6.0,9–11,0,7.59,11.74,0,7.09,12.21,0,6.46,12.77,1,5.65,13.41,1,4.9,14.17
2020,DEN,7.4,5.0,7–9,0,5.36,9.5,1,4.85,9.97,1,4.22,10.53,1,3.41,11.17,1,2.67,11.93
2020,DET,6.95,5.0,5–7,1,4.9,9.04,1,4.4,9.51,1,3.77,10.08,1,2.96,10.71,1,2.21,11.47
2020,GB,8.77,13.0,7–9,0,6.72,10.86,0,6.22,11.33,0,5.59,11.9,0,4.78,12.53,1,4.03,13.29
2020,HOU,7.64,4.0,7–9,0,5.59,9.73,0,5.09,10.2,0,4.46,10.77,1,3.65,11.4,1,2.9,12.16
2020,IND,8.0,11.0,7–9,0,5.95,10.1,0,5.45,10.56,1,4.82,11.13,1,4.01,11.76,1,3.26,12.52
2020,JAX,6.72,1.0,5–7,0,4.67,8.81,0,4.17,9.28,0,3.54,9.85,0,2.73,10.48,0,1.98,11.24
2020,KC,9.85,14.0,9–11,0,7.8,11.94,0,7.3,12.41,0,6.67,12.98,0,5.86,13.61,1,5.11,14.37
2020,LAC,8.12,7.0,7–9,1,6.07,10.21,1,5.57,10.68,1,4.94,11.25,1,4.13,11.88,1,3.38,12.64
2020,LAR,8.37,10.0,7–9,1,6.32,10.46,1,5.81,10.93,1,5.18,11.5,1,4.37,12.13,1,3.63,12.89
2020,LV,6.56,8.0,5–7,1,4.51,8.65,1,4.01,9.12,1,3.38,9.69,1,2.57,10.32,1,1.82,11.08
2020,MIA,5.7,10.0,5–7,0,3.65,7.79,0,3.14,8.26,0,2.51,8.83,0,1.7,9.46,1,0.96,10.22
2020,MIN,9.4,7.0,9–11,0,7.35,11.5,1,6.85,11.97,1,6.22,12.53,1,5.41,13.17,1,4.66,13.93
2020,NE,10.56,7.0,9–11,0,8.51,12.65,0,8.01,13.12,0,7.38,13.69,1,6.57,14.32,1,5.82,15.08
2020,NO,9.46,12.0,9–11,0,7.41,11.55,1,6.91,12.02,1,6.28,12.59,1,5.47,13.22,1,4.72,13.98
2020,NYG,6.63,6.0,5–7,1,4.58,8.73,1,4.08,9.2,1,3.45,9.76,1,2.64,10.4,1,1.89,11.16
2020,NYJ,6.64,2.0,5–7,0,4.59,8.73,0,4.08,9.2,0,3.45,9.76,0,2.64,10.4,1,1.9,11.16
2020,PHI,8.43,4.5,7–9,0,6.38,10.53,0,5.88,11.0,0,5.25,11.56,1,4.44,12.2,1,3.69,12.96
2020,PIT,7.9,12.0,7–9,0,5.85,9.99,0,5.35,10.46,0,4.72,11.03,0,3.91,11.66,1,3.16,12.42
2020,SEA,7.94,12.0,7–9,0,5.89,10.03,0,5.39,10.5,0,4.76,11.07,0,3.95,11.7,1,3.2,12.46
2020,SF,10.0,6.0,9–11,0,7.95,12.09,0,7.45,12.56,0,6.82,13.13,0,6.01,13.76,1,5.26,14.52
2020,TB,8.17,11.0,7–9,0,6.12,10.26,0,5.62,10.73,1,4.99,11.3,1,4.18,11.93,1,3.43,12.69
2020,TEN,9.07,11.0,9–11,1,7.02,11.16,1,6.52,11.63,1,5.89,12.2,1,5.08,12.83,1,4.33,13.59
2020,WAS,5.87,7.0,5–7,1,3.82,7.96,1,3.32,8.43,1,2.69,9.0,1,1.88,9.63,1,1.13,10.39
2021,ARI,9.07,11.0,9–11,1,7.02,11.2,1,6.51,11.69,1,5.77,12.29,1,5.05,12.92,1,4.31,13.59
2021,ATL,8.35,7.0,7–9,1,6.3,10.48,1,5.79,10.97,1,5.06,11.57,1,4.34,12.2,1,3.59,12.88
2021,BAL,10.82,8.0,9–11,0,8.77,12.95,0,8.25,13.44,1,7.52,14.03,1,6.8,14.66,1,6.05,15.34
2021,BUF,10.23,11.0,9–11,1,8.17,12.35,1,7.66,12.84,1,6.93,13.44,1,6.21,14.07,1,5.46,14.75
2021,CAR,7.56,5.0,7–9,0,5.51,9.69,1,4.99,10.18,1,4.26,10.78,1,3.54,11.4,1,2.79,12.08
2021,CHI,8.25,6.0,7–9,0,6.2,10.38,1,5.69,10.87,1,4.95,11.47,1,4.23,12.09,1,3.49,12.77
2021,CIN,6.89,10.0,5–7,0,4.84,9.02,0,4.33,9.51,1,3.59,10.11,1,2.87,10.73,1,2.13,11.41
2021,CLE,8.31,8.0,7–9,1,6.26,10.44,1,5.75,10.93,1,5.02,11.53,1,4.3,12.16,1,3.55,12.84
2021,DAL,7.64,12.0,7–9,0,5.58,9.76,0,5.07,10.25,0,4.34,10.85,0,3.62,11.48,1,2.87,12.16
2021,DEN,7.27,7.0,7–9,1,5.22,9.39,1,4.7,9.89,1,3.97,10.48,1,3.25,11.11,1,2.5,11.79
2021,DET,6.39,3.5,5–7,0,4.34,8.51,0,3.82,9.01,1,3.09,9.6,1,2.37,10.23,1,1.62,10.91
2021,GB,10.06,13.0,9–11,0,8.01,12.19,0,7.49,12.68,1,6.76,13.28,1,6.04,13.9,1,5.29,14.58
2021,HOU,7.5,4.0,7–9,0,5.45,9.62,0,4.93,10.11,0,4.2,10.71,1,3.48,11.34,1,2.73,12.02
2021,IND,9.79,9.0,9–11,1,7.74,11.92,1,7.23,12.41,1,6.49,13.01,1,5.77,13.64,1,5.03,14.31
2021,JAX,6.06,3.0,5–7,0,4.01,8.18,0,3.49,8.68,1,2.76,9.27,1,2.04,9.9,1,1.29,10.58
2021,KC,10.27,12.0,9–11,1,8.22,12.39,1,7.7,12.89,1,6.97,13.48,1,6.25,14.11,1,5.5,14.79
2021,LAC,8.28,9.0,7–9,1,6.22,10.4,1,5.71,10.89,1,4.98,11.49,1,4.26,12.12,1,3.51,12.8
2021,LAR,9.45,12.0,9–11,0,7.4,11.58,1,6.88,12.07,1,6.15,12.67,1,5.43,13.29,1,4.68,13.97
2021,LV,8.03,10.0,7–9,1,5.98,10.16,1,5.46,10.65,1,4.73,11.25,1,4.01,11.87,1,3.26,12.55
2021,MIA,9.67,9.0,9–11,1,7.62,11.79,1,7.1,12.28,1,6.37,12.88,1,5.65,13.51,1,4.9,14.19
2021,MIN,7.7,8.0,7–9,1,5.64,9.82,1,5.13,10.31,1,4.4,10.91,1,3.68,11.54,1,2.93,12.22
2021,NE,8.19,10.0,7–9,1,6.14,10.32,1,5.62,10.81,1,4.89,11.41,1,4.17,12.03,1,3.42,12.71
2021,NO,10.37,9.0,9–11,1,8.32,12.5,1,7.81,12.99,1,7.07,13.59,1,6.35,14.21,1,5.61,14.89
2021,NYG,7.2,4.0,7–9,0,5.15,9.33,0,4.63,9.82,1,3.9,10.42,1,3.18,11.04,1,2.43,11.72
2021,NYJ,5.51,4.0,5–7,1,3.46,7.64,1,2.95,8.13,1,2.21,8.73,1,1.49,9.36,1,0.75,10.04
2021,PHI,7.66,9.0,7–9,1,5.61,9.78,1,5.09,10.27,1,4.36,10.87,1,3.64,11.5,1,2.89,12.18
2021,PIT,9.96,9.5,9–11,1,7.91,12.09,1,7.4,12.58,1,6.66,13.18,1,5.94,13.81,1,5.2,14.48
2021,SEA,9.37,7.0,9–11,0,7.32,11.5,1,6.81,11.99,1,6.08,12.59,1,5.36,13.22,1,4.61,13.9
2021,SF,8.19,10.0,7–9,1,6.14,10.31,1,5.62,10.81,1,4.89,11.4,1,4.17,12.03,1,3.42,12.71
2021,TB,10.28,13.0,9–11,0,8.23,12.41,0,7.71,12.9,1,6.98,13.5,1,6.26,14.12,1,5.51,14.8
2021,TEN,9.08,12.0,9–11,0,7.03,11.21,0,6.52,11.7,1,5.78,12.3,1,5.06,12.92,1,4.32,13.6
2021,WAS,8.62,7.0,7–9,1,6.57,10.74,1,6.05,11.23,1,5.32,11.83,1,4.6,12.46,1,3.85,13.14
2022,ARI,9.2,4.0,9–11,0,7.15,11.31,0,6.64,11.77,0,5.96,12.35,0,5.23,13.0,0,4.54,13.72
2022,ATL,6.54,7.0,5–7,1,4.49,8.66,1,3.98,9.12,1,3.31,9.7,1,2.57,10.35,1,1.89,11.06
2022,BAL,8.62,10.0,7–9,1,6.57,10.74,1,6.06,11.2,1,5.39,11.78,1,4.65,12.43,1,3.97,13.15
2022,BUF,10.31,13.0,9–11,0,8.26,12.42,0,7.75,12.89,1,7.08,13.46,1,6.34,14.12,1,5.65,14.83
2022,CAR,7.15,7.0,7–9,1,5.1,9.26,1,4.59,9.72,1,3.91,10.3,1,3.18,10.95,1,2.49,11.67
2022,CHI,7.48,3.0,7–9,0,5.43,9.6,0,4.92,10.06,0,4.25,10.64,0,3.51,11.29,1,2.83,12.0
2022,CIN,8.85,12.0,7–9,0,6.8,10.97,0,6.29,11.43,1,5.62,12.01,1,4.88,12.66,1,4.2,13.37
2022,CLE,8.27,7.0,7–9,1,6.22,10.38,1,5.71,10.84,1,5.04,11.42,1,4.3,12.07,1,3.61,12.79
2022,DAL,10.86,12.0,9–11,1,8.81,12.97,1,8.3,13.43,1,7.63,14.01,1,6.89,14.66,1,6.2,15.38
2022,DEN,8.74,5.0,7–9,0,6.69,10.86,0,6.18,11.32,0,5.51,11.9,1,4.77,12.55,1,4.09,13.26
2022,DET,6.99,9.0,5–7,1,4.94,9.1,1,4.43,9.56,1,3.76,10.14,1,3.02,10.8,1,2.33,11.51
2022,GB,9.63,8.0,9–11,1,7.58,11.74,1,7.07,12.2,1,6.4,12.78,1,5.66,13.43,1,4.97,14.15
2022,HOU,6.41,3.5,5–7,0,4.36,8.53,0,3.85,8.99,1,3.18,9.57,1,2.44,10.22,1,1.76,10.94
2022,IND,9.9,4.5,9–11,0,7.85,12.02,0,7.34,12.48,0,6.67,13.06,0,5.93,13.71,0,5.25,14.43
2022,JAX,6.11,9.0,5–7,0,4.06,8.23,0,3.55,8.69,1,2.88,9.27,1,2.14,9.92,1,1.46,10.64
2022,KC,9.57,14.0,9–11,0,7.52,11.68,0,7.01,12.15,0,6.34,12.72,0,5.6,13.38,1,4.91,14.09
2022,LAC,8.65,10.0,7–9,1,6.6,10.77,1,6.09,11.23,1,5.42,11.81,1,4.68,12.46,1,4.0,13.17
2022,LAR,9.06,5.0,9–11,0,7.01,11.17,0,6.5,11.64,0,5.83,12.21,0,5.09,12.87,1,4.4,13.58
2022,LV,7.26,6.0,7–9,1,5.21,9.37,1,4.7,9.84,1,4.03,10.41,1,3.29,11.07,1,2.6,11.78
2022,MIA,7.95,9.0,7–9,1,5.9,10.06,1,5.39,10.53,1,4.72,11.1,1,3.98,11.76,1,3.29,12.47
2022,MIN,8.58,13.0,7–9,0,6.53,10.7,0,6.02,11.16,0,5.35,11.74,0,4.61,12.39,1,3.93,13.1
2022,NE,10.54,8.0,9–11,0,8.49,12.65,1,7.98,13.12,1,7.31,13.69,1,6.57,14.35,1,5.88,15.06
2022,NO,8.96,7.0,7–9,1,6.91,11.07,1,6.39,11.53,1,5.72,12.11,1,4.99,12.76,1,4.3,13.48
2022,NYG,6.59,9.5,5–7,0,4.54,8.71,0,4.03,9.17,1,3.36,9.75,1,2.62,10.4,1,1.94,11.11
2022,NYJ,5.97,7.0,5–7,1,3.92,8.08,1,3.41,8.54,1,2.74,9.12,1,2.0,9.77,1,1.31,10.49
2022,PHI,9.73,14.0,9–11,0,7.68,11.85,0,7.17,12.31,0,6.5,12.89,0,5.76,13.54,1,5.08,14.25
2022,PIT,7.51,9.0,7–9,1,5.46,9.62,1,4.95,10.08,1,4.28,10.66,1,3.54,11.31,1,2.85,12.03
2022,SEA,8.96,9.0,7–9,1,6.91,11.07,1,6.4,11.53,1,5.73,12.11,1,4.99,12.76,1,4.3,13.48
2022,SF,9.26,13.0,9–11,0,7.21,11.38,0,6.7,11.84,0,6.03,12.42,1,5.29,13.07,1,4.61,13.78
2022,TB,10.31,8.0,9–11,0,8.26,12.42,1,7.75,12.88,1,7.08,13.46,1,6.34,14.11,1,5.65,14.83
2022,TEN,9.45,7.0,9–11,0,7.4,11.57,1,6.89,12.03,1,6.22,12.61,1,5.48,13.26,1,4.8,13.98
2022,WAS,7.58,8.5,7–9,1,5.53,9.69,1,5.02,10.15,1,4.35,10.73,1,3.61,11.38,1,2.92,12.1
2023,ARI,6.44,4.0,5–7,0,4.37,8.55,1,3.86,9.06,1,3.19,9.62,1,2.45,10.3,1,1.7,10.96
2023,ATL,8.84,7.0,7–9,1,6.77,10.95,1,6.26,11.46,1,5.59,12.02,1,4.85,12.7,1,4.1,13.36
2023,BAL,9.46,13.0,9–11,0,7.4,11.58,0,6.88,12.08,0,6.21,12.65,1,5.47,13.32,1,4.73,13.99
2023,BUF,11.0,11.0,11+,1,8.94,13.12,1,8.42,13.62,1,7.75,14.19,1,7.01,14.86,1,6.26,15.53
2023,CAR,8.41,2.0,7–9,0,6.34,10.52,0,5.82,11.02,0,5.15,11.59,0,4.41,12.26,0,3.67,12.93
2023,CHI,6.37,7.0,5–7,1,4.31,8.49,1,3.79,8.99,1,3.12,9.56,1,2.38,10.23,1,1.63,10.9
2023,CIN,10.26,9.0,9–11,1,8.2,12.38,1,7.68,12.88,1,7.01,13.45,1,6.27,14.12,1,5.52,14.78
2023,CLE,8.56,11.0,7–9,0,6.5,10.68,1,5.98,11.18,1,5.31,11.75,1,4.57,12.42,1,3.82,13.09
2023,DAL,10.17,12.0,9–11,1,8.11,12.29,1,7.59,12.79,1,6.92,13.36,1,6.18,14.03,1,5.43,14.7
2023,DEN,7.07,8.0,7–9,1,5.0,9.18,1,4.49,9.69,1,3.82,10.25,1,3.08,10.93,1,2.33,11.59
2023,DET,9.08,12.0,9–11,0,7.01,11.19,0,6.5,11.7,1,5.83,12.26,1,5.09,12.94,1,4.34,13.6
2023,GB,8.9,9.0,7–9,1,6.83,11.01,1,6.31,11.51,1,5.65,12.08,1,4.9,12.75,1,4.16,13.42
2023,HOU,6.79,10.0,5–7,0,4.72,8.9,0,4.2,9.41,0,3.54,9.97,1,2.79,10.65,1,2.05,11.31
2023,IND,6.55,9.0,5–7,0,4.49,8.67,1,3.97,9.17,1,3.3,9.74,1,2.56,10.41,1,1.81,11.07
2023,JAX,9.82,9.0,9–11,1,7.75,11.93,1,7.23,12.43,1,6.57,13.0,1,5.82,13.67,1,5.08,14.34
2023,KC,10.43,11.0,9–11,1,8.36,12.54,1,7.85,13.05,1,7.18,13.61,1,6.44,14.29,1,5.69,14.95
2023,LAC,8.52,5.0,7–9,0,6.45,10.63,0,5.93,11.13,0,5.26,11.7,1,4.52,12.37,1,3.78,13.04
2023,LAR,6.75,10.0,5–7,0,4.69,8.87,0,4.17,9.37,0,3.5,9.94,1,2.76,10.61,1,2.01,11.27
2023,LV,8.25,8.0,7–9,1,6.19,10.37,1,5.67,10.87,1,5.0,11.44,1,4.26,12.11,1,3.52,12.78
2023,MIA,8.03,11.0,7–9,0,5.96,10.14,0,5.45,10.65,1,4.78,11.21,1,4.04,11.89,1,3.29,12.55
2023,MIN,8.32,7.0,7–9,1,6.25,10.43,1,5.73,10.94,1,5.07,11.5,1,4.32,12.17,1,3.58,12.84
2023,NE,8.57,4.0,7–9,0,6.5,10.68,0,5.99,11.19,0,5.32,11.75,0,4.58,12.43,1,3.83,13.09
2023,NO,8.85,9.0,7–9,1,6.79,10.97,1,6.27,11.47,1,5.6,12.03,1,4.86,12.71,1,4.11,13.37
2023,NYG,7.8,6.0,7–9,1,5.73,9.91,1,5.21,10.42,1,4.55,10.98,1,3.8,11.66,1,3.06,12.32
2023,NYJ,7.71,7.0,7–9,1,5.64,9.82,1,5.13,10.33,1,4.46,10.89,1,3.72,11.57,1,2.97,12.23
2023,PHI,10.23,11.0,9–11,1,8.16,12.34,1,7.64,12.84,1,6.98,13.41,1,6.23,14.08,1,5.49,14.75
2023,PIT,7.87,10.0,7–9,0,5.8,9.98,1,5.29,10.49,1,4.62,11.05,1,3.88,11.73,1,3.13,12.39
2023,SEA,8.38,9.0,7–9,1,6.31,10.49,1,5.79,11.0,1,5.13,11.56,1,4.38,12.24,1,3.64,12.9
2023,SF,11.45,12.0,11+,1,9.38,13.56,1,8.87,14.07,1,8.2,14.63,1,7.46,15.31,1,6.71,15.97
2023,TB,7.67,9.0,7–9,1,5.6,9.78,1,5.08,10.29,1,4.42,10.85,1,3.67,11.53,1,2.93,12.19
2023,TEN,7.82,6.0,7–9,1,5.76,9.94,1,5.24,10.44,1,4.57,11.01,1,3.83,11.68,1,3.08,12.35
2023,WAS,7.61,4.0,7–9,0,5.54,9.72,0,5.02,10.22,0,4.35,10.79,1,3.61,11.46,1,2.87,12.13
2024,ARI,6.88,8.0,5–7,1,4.83,8.99,1,4.35,9.47,1,3.71,10.02,1,2.95,10.67,1,2.25,11.32
2024,ATL,8.08,8.0,7–9,1,6.03,10.19,1,5.55,10.67,1,4.91,11.22,1,4.15,11.87,1,3.44,12.51
2024,BAL,11.14,12.0,11+,1,9.09,13.24,1,8.61,13.73,1,7.97,14.28,1,7.21,14.93,1,6.5,15.57
2024,BUF,10.38,13.0,9–11,0,8.33,12.49,0,7.85,12.97,1,7.21,13.52,1,6.45,14.17,1,5.75,14.82
2024,CAR,6.03,5.0,5–7,1,3.98,8.14,1,3.5,8.62,1,2.86,9.17,1,2.1,9.82,1,1.39,10.46
2024,CHI,8.58,5.0,7–9,0,6.54,10.69,0,6.05,11.17,0,5.41,11.72,1,4.65,12.38,1,3.95,13.02
2024,CIN,8.33,9.0,7–9,1,6.28,10.44,1,5.8,10.92,1,5.16,11.47,1,4.4,12.12,1,3.7,12.77
2024,CLE,8.68,3.0,7–9,0,6.63,10.78,0,6.14,11.27,0,5.51,11.82,0,4.74,12.47,0,4.04,13.11
2024,DAL,11.29,7.0,11+,0,9.24,13.39,0,8.75,13.88,0,8.11,14.42,0,7.35,15.08,1,6.65,15.72
2024,DEN,7.67,10.0,7–9,0,5.63,9.78,1,5.14,10.26,1,4.5,10.81,1,3.74,11.47,1,3.04,12.11
2024,DET,9.19,15.0,9–11,0,7.14,11.29,0,6.66,11.78,0,6.02,12.33,0,5.26,12.98,0,4.55,13.62
2024,GB,8.88,11.0,7–9,0,6.83,10.99,1,6.35,11.47,1,5.71,12.02,1,4.95,12.67,1,4.24,13.31
2024,HOU,8.54,10.0,7–9,1,6.49,10.64,1,6.0,11.13,1,5.37,11.68,1,4.6,12.33,1,3.9,12.97
2024,IND,8.4,8.0,7–9,1,6.35,10.51,1,5.87,10.99,1,5.23,11.54,1,4.47,12.2,1,3.77,12.84
2024,JAX,8.57,4.0,7–9,0,6.52,10.68,0,6.04,11.16,0,5.4,11.71,0,4.64,12.36,1,3.94,13.01
2024,KC,9.56,15.0,9–11,0,7.51,11.67,0,7.03,12.15,0,6.39,12.7,0,5.63,13.35,0,4.93,14.0
2024,LAC,7.86,11.0,7–9,0,5.81,9.97,0,5.33,10.45,0,4.69,11.0,1,3.93,11.65,1,3.22,12.29
2024,LAR,8.82,10.0,7–9,1,6.77,10.93,1,6.29,11.41,1,5.65,11.96,1,4.89,12.61,1,4.18,13.25
2024,LV,8.36,4.0,7–9,0,6.31,10.46,0,5.82,10.95,0,5.19,11.5,0,4.42,12.15,1,3.72,12.79
2024,MIA,9.93,8.0,9–11,1,7.89,12.04,1,7.4,12.52,1,6.76,13.07,1,6.0,13.73,1,5.3,14.37
2024,MIN,8.41,14.0,7–9,0,6.36,10.52,0,5.88,11.0,0,5.24,11.55,0,4.48,12.2,0,3.77,12.84
2024,NE,6.17,4.0,5–7,0,4.12,8.28,1,3.64,8.76,1,3.0,9.31,1,2.24,9.96,1,1.54,10.61
2024,NO,10.11,5.0,9–11,0,8.06,12.21,0,7.57,12.69,0,6.93,13.24,0,6.17,13.9,0,5.47,14.54
2024,NYG,6.42,3.0,5–7,0,4.37,8.52,0,3.88,9.01,0,3.24,9.55,1,2.48,10.21,1,1.78,10.85
2024,NYJ,6.95,5.0,5–7,1,4.9,9.06,1,4.42,9.54,1,3.78,10.09,1,3.02,10.74,1,2.31,11.38
2024,PHI,8.78,14.0,7–9,0,6.73,10.88,0,6.24,11.37,0,5.6,11.91,0,4.84,12.57,0,4.14,13.21
2024,PIT,8.03,10.0,7–9,1,5.98,10.14,1,5.5,10.62,1,4.86,11.17,1,4.1,11.82,1,3.4,12.47
2024,SEA,8.05,10.0,7–9,1,6.0,10.15,1,5.51,10.64,1,4.88,11.19,1,4.11,11.84,1,3.41,12.48
2024,SF,11.03,6.0,11+,0,8.98,13.14,0,8.5,13.62,0,7.86,14.17,0,7.1,14.82,0,6.39,15.47
2024,TB,8.98,10.0,7–9,1,6.93,11.08,1,6.44,11.57,1,5.8,12.11,1,5.04,12.77,1,4.34,13.41
2024,TEN,7.6,3.0,7–9,0,5.55,9.7,0,5.06,10.19,0,4.43,10.74,0,3.66,11.39,1,2.96,12.03
2024,WAS,6.3,12.0,5–7,0,4.25,8.4,0,3.76,8.89,0,3.13,9.44,0,2.36,10.09,0,1.66,10.73
2025,ARI,9.15,3.0,9–11,0,7.11,11.27,0,6.59,11.73,0,5.92,12.28,0,5.19,12.92,0,4.5,13.63
2025,ATL,8.18,8.0,7–9,1,6.14,10.3,1,5.62,10.76,1,4.95,11.3,1,4.22,11.95,1,3.53,12.65
2025,BAL,10.31,8.0,9–11,0,8.27,12.43,1,7.76,12.89,1,7.08,13.44,1,6.35,14.08,1,5.66,14.79
2025,BUF,10.68,12.0,9–11,1,8.63,12.79,1,8.12,13.25,1,7.45,13.8,1,6.72,14.44,1,6.02,15.15
2025,CAR,6.37,8.0,5–7,1,4.32,8.48,1,3.81,8.94,1,3.14,9.49,1,2.41,10.13,1,1.71,10.84
2025,CHI,7.12,11.0,7–9,0,5.08,9.23,0,4.56,9.7,0,3.89,10.24,0,3.16,10.88,1,2.46,11.59
2025,CIN,8.79,6.0,7–9,0,6.75,10.9,0,6.23,11.37,1,5.56,11.91,1,4.83,12.55,1,4.13,13.26
2025,CLE,5.91,5.0,5–7,1,3.87,8.03,1,3.35,8.49,1,2.68,9.04,1,1.95,9.68,1,1.26,10.39
